Voltage(V),Current(A),Temperature(C),Previous SOC(%),SOC(%),InReq,wcount
7.57,1.17,90.21,51.49,51.49,1,8
7.55,0.74,90.21,51.49,50.78,1,8
7.55,5.45,90.35,50.78,50.78,1,8
7.55,0.14,90.35,50.78,50.64,1,8
7.34,1.44,90.5,50.64,50.64,1,8
7.31,0.35,90.5,50.64,50.64,1,8
7.55,3.78,90.65,50.64,50.5,1,8
7.38,1.32,90.65,50.5,50.5,1,8
7.55,0.12,90.35,50.5,50.5,1,8
7.54,0.1,90.5,50.5,50.35,1,8
7.35,2.23,90.5,50.35,50.35,1,8
7.33,1.41,90.35,50.35,50.35,1,8
7.4,1.22,90.65,50.35,49.93,1,8
7.37,5.29,90.79,49.93,49.93,1,8
7.09,0.09,90.21,49.93,49.79,1,8
7.55,0.11,90.5,49.79,49.79,1,8
7.56,0.09,90.65,49.79,49.79,1,8
7.53,0.11,90.35,49.79,49.64,1,8
7.54,0.12,90.5,49.64,49.64,1,8
7.33,1.4,90.65,49.64,49.64,1,8
7.56,0.11,90.79,49.64,49.5,1,8
7.39,1.36,90.5,49.5,49.5,1,8
7.33,3.78,90.5,49.5,49.5,1,8
7.36,1.25,90.65,49.5,49.36,1,8
7.54,0.16,90.5,49.36,49.36,1,8
6.94,0.12,90.65,49.36,49.22,1,8
7.06,0.1,90.5,49.22,49.22,1,8
6.92,0.28,90.65,49.22,49.22,1,8
7.33,1.4,90.79,49.22,49.07,1,8
7.57,0.1,90.79,49.07,49.07,1,8
7.33,1.42,90.5,49.07,49.07,1,8
7.41,1.41,90.65,49.07,48.93,1,8
7.55,0.18,90.5,48.93,48.93,1,8
6.9,0.12,90.65,48.93,48.93,1,8
7.56,0.12,90.65,48.93,48.79,1,8
6.82,0.1,90.5,48.79,48.79,1,8
7.38,1.14,90.79,48.79,48.79,1,8
7.54,3,90.79,48.79,48.65,1,8
7.56,0.14,90.94,48.65,48.65,1,8
7.4,3.86,90.79,48.65,48.65,1,8
7.33,1.41,90.5,48.65,48.51,1,8
7.09,6.64,90.79,48.51,48.51,1,8
7.57,3.26,90.5,48.51,48.51,1,8
7.33,1.41,90.65,48.51,48.36,1,8
7.33,1.41,90.79,48.36,48.36,1,8
7.04,4.89,90.21,48.36,48.36,1,8
7.56,0.1,90.94,48.36,48.22,1,8
7.56,0.12,90.94,48.22,48.22,1,8
7.55,0.1,90.79,48.22,48.22,1,8
7.34,1.32,90.5,48.22,48.08,1,8
7.34,1.39,90.94,48.08,48.08,1,8
7.33,1.43,90.94,48.08,48.08,1,8
7.54,0.1,90.65,48.08,47.94,1,8
7.22,1.02,90.79,47.94,47.94,1,8
7.55,0.12,90.65,47.94,46.94,1,8
7.36,1.26,90.65,46.94,46.94,1,8
7.4,0.09,90.94,46.94,46.94,1,8
7.38,1.43,90.94,46.94,46.8,1,8
7.39,1.13,90.94,46.8,46.8,1,8
7.56,4.44,90.65,46.8,46.8,1,8
7.41,0.88,90.79,46.8,46.66,1,8
7.36,1.25,90.79,46.66,46.66,1,8
6.97,0.14,91.08,46.66,46.66,1,8
7.34,6.88,90.94,46.66,46.51,1,8
7.57,0.11,90.94,46.51,46.51,1,8
7.45,2.69,90.5,46.51,46.51,1,8
7.56,3.75,90.79,46.51,46.37,1,8
7.39,1.81,90.79,46.37,46.37,1,8
7.31,1.32,90.65,46.37,46.37,1,8
7.56,0.11,90.5,46.37,46.23,1,8
7.42,0.91,90.79,46.23,46.23,1,8
7.32,1.42,90.5,46.23,46.23,1,8
7.56,0.16,90.79,46.23,46.09,1,8
7.55,0.1,90.5,46.09,46.09,1,8
7.56,0.11,90.65,46.09,46.09,1,8
7.37,0.11,90.65,46.09,45.94,1,8
7.55,0.12,90.65,45.94,45.94,1,8
7.56,1.3,91.23,45.94,45.94,1,8
7.29,1.79,90.94,45.94,45.52,1,8
7.57,0.1,90.79,45.52,45.52,1,8
7.38,1.08,90.65,45.52,45.38,1,8
7.56,0.1,90.79,45.38,45.38,1,8
6.73,1.31,90.79,45.38,45.38,1,8
7.33,1.41,90.79,45.38,45.23,1,8
7.53,2.47,90.79,45.23,45.09,1,8
7.57,0.11,90.65,45.09,45.09,1,8
7.56,0.09,91.08,45.09,44.38,1,8
6.97,1.43,91.08,44.38,44.38,1,8
7.38,0.72,90.94,44.38,44.38,1,8
7.55,0.15,90.79,44.38,43.67,1,8
7.57,0.12,90.79,43.67,43.67,1,8
7.56,0.1,91.08,43.67,43.67,1,8
7.48,1.34,90.5,43.67,43.53,1,8
7.38,0.12,91.08,43.53,43.53,1,8
7.33,1.41,91.08,43.53,43.38,1,8
7.56,0.08,90.94,43.38,43.38,1,8
7.55,0.31,90.79,43.38,43.38,1,8
7.34,1.4,91.08,43.38,41.11,1,8
7.55,0.12,91.08,41.11,41.11,1,8
7.37,1.27,90.94,41.11,41.11,1,8
7.36,1.39,90.94,41.11,40.68,1,8
7.54,0.3,90.79,40.68,40.68,1,8
7.37,1.22,90.79,40.68,40.54,1,8
7.3,1.43,90.79,40.54,40.54,1,8
7.56,0.1,90.94,40.54,40.54,1,8
7.54,0.14,90.79,40.54,40.4,1,8
7.56,0.11,90.94,40.4,40.4,1,8
7.57,0.77,91.08,40.4,40.4,1,8
7.39,1.1,90.94,40.4,40.25,1,8
6.86,1.27,91.23,40.25,40.25,1,8
7.56,0.09,91.08,40.25,40.25,1,8
7.33,1.41,91.23,40.25,40.11,1,8
7.57,0.1,90.94,40.11,40.11,1,8
7.55,0.14,90.94,40.11,39.97,1,8
6.95,0.1,91.08,39.97,39.97,1,8
7.34,1.44,91.23,39.97,39.97,1,8
7.28,0.11,91.08,39.97,39.83,1,8
7.34,1.43,91.52,39.83,39.83,1,8
7.57,3.6,91.23,39.83,39.69,1,8
7.33,1.43,91.37,39.69,39.69,1,8
7.38,1.17,91.23,39.69,39.69,1,8
7.2,1.08,91.23,39.69,39.4,1,8
7.27,2.97,91.23,39.4,39.4,1,8
6.77,1.23,91.37,39.4,39.26,1,8
7.57,1.58,91.23,39.26,39.26,1,8
7.36,1.44,91.23,39.26,39.26,1,8
7.55,0.28,91.08,39.26,39.12,1,8
7.56,0.1,91.08,39.12,39.12,1,8
7.34,1.34,90.94,39.12,39.12,1,8
7.34,2.22,90.94,39.12,38.97,1,8
7.41,1,91.08,38.97,38.97,1,8
7.55,0.12,91.23,38.97,38.83,1,8
7.29,0.98,91.23,38.83,38.83,1,8
7.55,0.09,91.08,38.83,38.83,1,8
7.34,1.43,91.08,38.83,38.69,1,8
7.56,4.55,91.08,38.69,38.69,1,8
7.43,1.06,91.08,38.69,38.69,1,8
7.54,0.18,91.08,38.69,38.55,1,8
7.13,0.12,91.37,38.55,38.55,1,8
7.56,0.14,90.94,38.55,38.55,1,8
7.33,1.43,91.08,38.55,38.12,1,8
7.32,1.44,91.37,38.12,38.12,1,8
7.34,1.44,91.23,38.12,37.69,1,8
7.56,0.11,91.52,37.69,37.69,1,8
7.34,1.41,91.23,37.69,37.69,1,8
7.54,0.1,91.23,37.69,37.55,1,8
7.54,0.32,91.37,37.55,37.55,1,8
7.54,0.15,91.37,37.55,37.55,1,8
7.34,1.41,91.23,37.55,37.41,1,8
7.57,0.1,91.52,37.41,37.27,1,8
7.35,0.85,91.08,37.27,37.27,1,8
7.26,1.43,91.37,37.27,37.13,1,8
7.36,1.86,91.23,37.13,37.13,1,8
7.45,1.35,91.08,37.13,36.98,1,8
7.54,0.11,91.08,36.98,36.98,1,8
7.34,5.76,91.23,36.98,36.98,1,8
7.37,0.87,91.52,36.98,36.56,1,8
7.55,0.12,91.08,36.56,36.56,1,8
7.33,1.41,91.37,36.56,36.56,1,8
7.57,0.11,91.08,36.56,36.41,1,8
7.55,0.32,91.08,36.41,36.41,1,8
7.55,0.16,91.08,36.41,36.41,1,8
7.38,1.29,91.37,36.41,36.27,1,8
7.36,1.3,91.37,36.27,36.27,1,8
7.34,4.94,91.08,36.27,36.27,1,8
7.55,0.1,91.52,36.27,36.13,1,8
7.37,1.39,91.37,36.13,36.13,1,8
7.57,5.85,91.37,36.13,35.99,1,8
7.58,0.1,91.37,35.99,35.99,1,8
7.09,0.11,91.08,35.99,35.99,1,8
6.87,0.08,90.94,35.99,35.7,1,8
7.02,0.1,91.23,35.7,35.7,1,8
7.57,3.93,91.23,35.7,35.56,1,8
7.57,0.1,91.23,35.56,35.42,1,8
7.32,1.42,91.08,35.42,35.13,1,8
7.57,0.12,91.23,35.13,35.13,1,8
7.1,1.37,91.23,35.13,34.71,1,8
7.56,0.12,91.08,34.71,34.71,1,8
7.56,0.13,91.23,34.71,34.71,1,8
7.56,0.14,91.23,34.71,34.56,1,8
6.84,0.11,91.08,34.56,34.56,1,8
7.56,0.2,91.23,34.56,34.56,1,8
7.56,0.1,91.23,34.56,34.42,1,8
7.55,0.11,91.37,34.42,34.42,1,8
7.44,0.99,91.37,34.42,34.28,1,8
7.33,1.42,91.37,34.28,34.28,1,8
7.36,1.83,91.37,34.28,34.28,1,8
7.42,1.6,91.23,34.28,34.28,1,8
7.34,1.4,91.23,34.28,34.14,1,8
7.56,5.49,91.23,34.14,34.14,1,8
7.56,0.09,91.37,34.14,34,1,8
7.57,0.09,91.37,34,34,1,8
7.41,1.15,91.52,34,34,1,8
7.34,1.43,91.52,34,33.85,1,8
7.57,0.12,91.23,33.85,33.71,1,8
7.57,0.11,91.08,33.71,33.71,1,8
6.92,1.48,91.08,33.71,33.57,1,8
7.33,1.43,91.08,33.57,33.57,1,8
7.35,0.12,91.23,33.57,33.57,1,8
7.33,1.14,91.23,33.57,33.43,1,8
7.55,0.1,90.94,33.43,33.43,1,8
7.56,0.09,91.37,33.43,33.43,1,8
7.41,1.05,91.08,33.43,33.14,1,8
7.55,0.16,91.23,33.14,33.14,1,8
7.56,0.23,91.23,33.14,33,1,8
7.52,0.1,91.08,33,32.86,1,8
7.27,1.38,90.94,32.86,32.86,1,8
7.36,1.42,91.08,32.86,32.86,1,8
7.42,1.56,90.94,32.86,30.72,1,8
7.53,0.12,91.08,30.72,30.72,1,8
7.5,0.12,91.08,30.72,30.72,1,8
7.56,0.09,91.23,30.72,30.58,1,8
7.35,1.35,90.94,30.58,30.58,1,8
7.53,1.28,91.08,30.58,30.58,1,8
7.03,1.37,91.37,30.58,30.44,1,8
7.57,0.11,91.37,30.44,30.44,1,8
7.57,1.26,91.37,30.44,30.3,1,8
7.36,1.41,91.37,30.3,30.3,1,8
7.34,7.46,91.37,30.3,30.3,1,8
7.56,0.12,91.23,30.3,30.16,1,8
7.33,1.42,91.23,30.16,30.16,1,8
7.58,0.12,91.37,30.16,30.16,1,8
7.34,2.3,91.23,30.16,29.73,1,8
7.35,4.39,91.08,29.73,29.73,1,8
7.38,1.2,91.08,29.73,29.73,1,8
7.57,0.09,91.23,29.73,29.59,1,8
7.55,0.12,91.23,29.59,29.59,1,8
7.35,1.43,91.52,29.59,29.3,1,8
7.28,1.23,91.23,29.3,29.16,1,8
7.56,4.13,91.08,29.16,29.16,1,8
7.37,0.12,91.08,29.16,29.02,1,8
7.55,2.6,91.23,29.02,29.02,1,8
7.41,1.19,91.23,29.02,29.02,1,8
7.56,0.1,91.52,29.02,28.88,1,8
7.55,0.12,91.37,28.88,28.88,1,8
7.34,1.41,91.37,28.88,28.88,1,8
7.42,0.08,91.23,28.88,28.73,1,8
7.26,0.12,91.08,28.73,28.73,1,8
7.55,2.67,91.08,28.73,28.73,1,8
7.34,1.42,91.23,28.73,28.45,1,8
7.34,1.39,91.08,28.45,28.45,1,8
7.34,1.39,91.23,28.45,28.45,1,8
7.58,0.11,91.23,28.45,28.31,1,8
7.21,0.11,91.66,28.31,28.31,1,8
7.47,1.01,91.23,28.31,28.31,1,8
7.42,0.94,91.23,28.31,28.16,1,8
7.57,0.12,91.23,28.16,28.02,1,8
7.56,0.1,91.37,28.02,28.02,1,8
6.86,0.12,91.52,28.02,27.88,1,8
7.55,0.09,91.52,27.88,27.88,1,8
7.38,3.39,91.52,27.88,27.88,1,8
7.52,0.12,91.23,27.88,27.74,1,8
7.56,0.12,91.52,27.74,27.74,1,8
7.34,1.35,91.37,27.74,27.59,1,8
7.57,0.13,91.52,27.59,27.59,1,8
7.38,1.28,91.37,27.59,27.45,1,8
7.58,0.08,91.23,27.45,27.45,1,8
7.39,1.11,91.37,27.45,27.17,1,8
7.57,0.09,91.52,27.17,27.17,1,8
7.55,0.09,91.37,27.17,27.17,1,8
7.43,0.99,91.37,27.17,27.03,1,8
7.35,1.41,91.37,27.03,27.03,1,8
7.35,0.11,91.37,27.03,27.03,1,8
7.43,1.48,91.52,27.03,27.03,1,8
7.57,0.1,91.66,27.03,26.88,1,8
7.56,0.11,91.66,26.88,26.88,1,8
7.13,0.1,91.37,26.88,26.88,1,8
7.45,0.1,91.52,26.88,26.17,1,8
7.38,1.52,91.37,26.17,26.17,1,8
7.57,0.12,91.37,26.17,26.17,1,8
7.34,1.41,91.37,26.17,26.03,1,8
7.55,0.11,91.66,26.03,26.03,1,8
7.52,0.11,91.37,26.03,25.89,1,8
7.55,4.09,91.66,25.89,25.89,1,8
7.39,2.52,91.52,25.89,25.89,1,8
7.33,1.39,91.37,25.89,25.75,1,8
7.38,3.18,91.52,25.75,25.75,1,8
7.35,1.22,91.37,25.75,25.75,1,8
7.43,1.25,91.52,25.75,25.6,1,8
7.35,0.99,91.81,25.6,25.46,1,8
7.57,0.12,91.52,25.46,25.46,1,8
7.53,0.22,91.66,25.46,25.32,1,8
7.42,0.97,91.52,25.32,25.18,1,8
7.34,1.41,91.37,25.18,25.18,1,8
7.35,1.56,91.66,25.18,25.03,1,8
7.44,0.9,91.81,25.03,25.03,1,8
6.94,0.13,91.66,25.03,24.89,1,8
7.53,0.11,91.52,24.89,24.89,1,8
7.39,1.14,91.66,24.89,24.89,1,8
7.56,0.1,91.66,24.89,24.75,1,8
7.39,3.59,91.52,24.75,24.75,1,8
7.36,1.35,91.81,24.75,24.75,1,8
7.4,0.08,91.66,24.75,24.61,1,8
7.08,0.18,91.23,24.61,24.61,1,8
7.33,1.42,91.37,24.61,24.61,1,8
7.36,1.29,91.81,24.61,24.47,1,8
7.38,0.61,91.52,24.47,24.32,1,8
7.56,0.14,91.23,24.32,24.32,1,8
7.4,1.1,91.66,24.32,24.18,1,8
7.39,1.13,91.37,24.18,24.18,1,8
7.56,0.12,91.52,24.18,24.04,1,8
7.44,0.88,91.52,24.04,23.9,1,8
7.58,0.48,91.23,23.9,23.9,1,8
7.43,0.99,91.66,23.9,23.9,1,8
7.58,1.66,91.37,23.9,23.75,1,8
7.57,0.1,91.37,23.75,23.75,1,8
7.58,0.08,91.37,23.75,23.75,1,8
7.35,1.41,91.66,23.75,23.61,1,8
7.28,1.24,91.66,23.61,23.61,1,8
7.34,1.41,91.81,23.61,23.61,1,8
7.57,0.11,91.66,23.61,23.33,1,8
7.58,0.67,91.66,23.33,23.33,1,8
7.39,1.53,91.52,23.33,23.33,1,8
7.14,0.1,91.37,23.33,23.18,1,8
7.28,1.34,91.52,23.18,23.18,1,8
7.36,4.2,91.52,23.18,23.04,1,8
7.37,1.39,91.37,23.04,23.04,1,8
7.56,0.12,91.37,23.04,23.04,1,8
6.86,1.35,91.52,23.04,23.04,1,8
7.38,1.39,91.52,23.04,22.9,1,8
7.55,0.14,91.52,22.9,22.9,1,8
7.38,1.1,91.37,22.9,22.9,1,8
7.4,1.5,91.66,22.9,22.76,1,8
7.1,0.13,91.66,22.76,22.76,1,8
7.39,1.06,91.66,22.76,22.76,1,8
7.57,0.15,91.37,22.76,22.62,1,8
7.57,0.09,91.66,22.62,22.62,1,8
7.58,4.67,91.52,22.62,22.62,1,8
7.56,0.1,91.52,22.62,22.47,1,8
7.58,3.95,91.52,22.47,22.47,1,8
7.41,1.04,91.37,22.47,22.47,1,8
7.43,0.99,91.81,22.47,22.33,1,8
7.12,1.45,91.52,22.33,22.33,1,8
7.43,2.93,91.52,22.33,22.33,1,8
7.58,0.12,91.52,22.33,22.33,1,8
7.1,1.4,91.66,22.33,21.9,1,8
7.55,0.12,91.66,21.9,21.9,1,8
6.74,1.41,91.66,21.9,21.9,1,8
7.37,1.44,91.66,21.9,21.76,1,8
7.36,6.95,91.66,21.76,21.76,1,8
7.55,0.09,91.52,21.76,21.76,1,8
7.39,1.31,91.52,21.76,21.62,1,8
7.58,4.35,91.66,21.62,21.62,1,8
7.22,0.1,91.66,21.62,21.62,1,8
7.34,1.41,91.52,21.62,21.62,1,8
7.58,0.82,91.81,21.62,21.48,1,8
7.37,1.44,91.66,21.48,21.48,1,8
7.55,0.1,91.66,21.48,21.48,1,8
7.54,2.61,91.52,21.48,21.34,1,8
6.69,1.17,91.81,21.34,21.34,1,8
7.53,5.91,91.52,21.34,21.34,1,8
7.56,0.12,91.66,21.34,20.91,1,8
7.56,0.12,91.66,20.91,20.77,1,8
7.42,0.98,91.52,20.77,20.77,1,8
7.35,1.33,91.37,20.77,20.06,1,8
7.41,0.95,91.23,20.06,20.06,1,8
7.33,6.14,91.37,20.06,20.06,1,8
7.49,0.11,91.66,20.06,19.2,1,8
7.57,0.12,91.52,19.2,19.2,1,8
7.56,0.14,91.52,19.2,19.2,1,8
7.56,0.1,91.66,19.2,19.2,1,8
7.43,0.99,91.52,19.2,19.2,1,8
6.85,0.11,91.81,19.2,19.06,1,8
7.56,2.88,91.66,19.06,19.06,1,8
7.55,0.1,91.81,19.06,18.78,1,8
7.34,1.38,91.66,18.78,18.78,1,8
7.54,0.12,91.52,18.78,18.78,1,8
6.6,1.15,91.37,18.78,18.78,1,8
7.55,2.13,91.66,18.78,18.63,1,8
7.55,0.1,91.66,18.63,18.63,1,8
7.53,0.29,91.52,18.63,18.63,1,8
7.32,1.41,91.37,18.63,18.63,1,8
7.32,0.09,91.52,18.63,17.35,1,8
7.36,1.41,91.52,17.35,17.35,1,8
7.57,0.09,91.95,17.35,17.35,1,8
7.54,0.12,92.1,17.35,16.64,1,8
7.52,0.21,91.66,16.64,16.64,1,8
7.55,0.1,91.81,16.64,16.64,1,8
7.38,1.16,91.52,16.64,16.64,1,8
7.35,2.53,91.81,16.64,16.5,1,8
7.41,1.51,91.95,16.5,16.5,1,8
7.43,0.9,91.66,16.5,16.5,1,8
7.33,1.37,91.52,16.5,16.36,1,8
7.56,0.11,91.66,16.36,16.36,1,8
7.09,0.12,91.52,16.36,16.36,1,8
7.42,1.52,91.37,16.36,16.36,1,8
7.32,5.07,91.37,16.36,16.21,1,8
7.32,1.43,91.52,16.21,16.21,1,8
7.51,0.2,91.37,16.21,16.21,1,8
7.33,1.44,91.37,16.21,15.79,1,8
7.36,1.43,91.37,15.79,15.79,1,8
7.55,0.12,91.37,15.79,15.79,1,8
7.54,5.85,91.37,15.79,15.65,1,8
6.99,1.23,91.37,15.65,15.65,1,8
7.36,1.28,91.37,15.65,15.65,1,8
7.55,0.12,91.37,15.65,15.22,1,8
7.55,0.81,91.23,15.22,15.22,1,8
7.54,0.1,91.23,15.22,15.08,1,8
7.4,1.19,91.23,15.08,14.93,1,8
7.43,0.93,90.79,14.93,14.93,1,8
7.54,0.1,90.79,14.93,14.93,1,8
7.53,0.16,90.94,14.93,14.22,1,8
7.41,0.88,91.08,14.22,14.22,1,8
7.55,0.1,91.08,14.22,14.22,1,8
7.03,0.11,90.79,14.22,14.08,1,8
7.38,1.1,90.94,14.08,14.08,1,8
7.55,0.1,91.23,14.08,14.08,1,8
7.53,0.12,90.65,14.08,14.08,1,8
7.36,0.67,91.08,14.08,13.09,1,8
7.34,1.25,91.08,13.09,13.09,1,8
7.55,0.09,90.94,13.09,13.09,1,8
7.51,0.08,90.94,13.09,13.09,1,8
7.24,1.15,90.79,13.09,12.94,1,8
7.38,1.1,90.94,12.94,12.94,1,8
7.16,6.03,90.65,12.94,12.94,1,8
7.42,0.91,90.94,12.94,12.8,1,8
7.54,1.13,90.94,12.8,12.8,1,8
7.03,1.24,90.94,12.8,12.8,1,8
7.33,1.35,90.94,12.8,12.37,1,8
7.33,7.82,91.08,12.37,12.37,1,8
7.08,6.74,91.23,12.37,12.37,1,8
7.03,0.1,91.37,12.37,12.23,1,8
6.87,1.42,90.94,12.23,12.23,1,8
7.32,1.39,91.23,12.23,12.23,1,8
7.35,1.32,91.37,12.23,12.23,1,8
7.34,1.3,91.23,12.23,12.09,1,8
7.54,0.4,91.23,12.09,12.09,1,8
7.05,1.42,91.23,12.09,12.09,1,8
7.32,1.39,91.23,12.09,11.95,1,8
7.4,0.11,91.37,11.95,11.95,1,8
7.39,1.09,91.08,11.95,11.66,1,8
6.85,0.1,91.37,11.66,11.66,1,8
6.79,1.39,91.08,11.66,11.66,1,8
7.35,1.25,90.94,11.66,10.95,1,8
7.43,0.92,91.52,10.95,10.95,1,8
7.35,1.24,91.08,10.95,10.95,1,8
7.35,1.34,91.37,10.95,10.81,1,8
7.26,1.43,91.37,10.81,10.67,1,8
7.04,0.12,90.79,10.67,10.52,1,8
7.55,0.08,91.37,10.52,10.38,1,8
6.76,1.35,91.23,10.38,10.38,1,8
7.31,1.38,91.23,10.38,10.38,1,8
7.54,6.24,91.23,10.38,10.38,1,8
7.55,0.1,91.23,10.38,10.24,1,8
7.43,0.95,91.37,10.24,10.24,1,8
7.32,4.29,91.23,10.24,10.24,1,8
7.42,1.01,91.23,10.24,10.1,1,8
7.53,0.18,91.37,10.1,9.96,1,8
7.35,1.35,91.08,9.96,9.96,1,8
7.55,3.71,91.08,9.96,9.81,1,8
7.5,0.14,91.23,9.81,9.81,1,8
7.33,1.42,91.37,9.81,9.81,1,8
7.55,1.81,91.37,9.81,9.67,1,8
7.54,0.1,91.37,9.67,9.67,1,8
7.54,0.11,91.23,9.67,9.67,1,8
7.55,0.09,91.23,9.67,9.53,1,8
7.41,1.01,91.37,9.53,9.39,1,8
7.32,4.6,91.23,9.39,9.39,1,8
7.15,1.43,91.23,9.39,9.39,1,8
7.32,1.39,91.52,9.39,9.24,1,8
7.55,1.61,91.52,9.24,9.24,1,8
6.84,1.38,91.37,9.24,9.24,1,8
7.39,3.46,91.37,9.24,9.1,1,8
7.41,0.93,91.52,9.1,9.1,1,8
7.51,0.14,91.23,9.1,9.1,1,8
7.11,0.11,91.52,9.1,8.68,1,8
7.35,1.38,91.37,8.68,8.68,1,8
7.33,1.38,91.08,8.68,8.68,1,8
7.28,1.11,91.08,8.68,8.53,1,8
7.33,1.05,91.08,8.53,8.53,1,8
7.55,0.1,91.08,8.53,8.53,1,8
7.38,1.03,91.37,8.53,8.11,1,8
7.36,2.13,91.23,8.11,8.11,1,8
7.39,1.13,91.08,8.11,8.11,1,8
7.54,0.1,91.23,8.11,8.11,1,8
7.36,2.09,91.23,8.11,7.96,1,8
7.31,1.39,91.08,7.96,7.96,1,8
7.07,2.08,91.08,7.96,7.96,1,8
7.31,1.4,91.23,7.96,7.68,1,8
7.36,0.11,91.08,7.68,7.54,1,8
7.34,1.43,91.23,7.54,7.54,1,8
7.52,0.14,91.23,7.54,7.4,1,8
7.54,2.45,90.79,7.4,7.4,1,8
7.32,1.41,91.23,7.4,7.4,1,8
7.55,0.1,91.23,7.4,7.25,1,8
7.55,0.08,91.37,7.25,7.25,1,8
7.53,0.11,91.08,7.25,7.25,1,8
7.55,0.11,91.23,7.25,6.83,1,8
7.42,0.94,91.08,6.83,6.68,1,8
7.03,0.1,91.23,6.68,6.54,1,8
7.42,0.9,91.23,6.54,6.11,1,8
7.36,1.37,90.79,6.11,6.11,1,8
7.55,0.1,91.23,6.11,6.11,1,8
7.55,0.12,91.08,6.11,5.83,1,8
7.41,0.97,91.23,5.83,5.83,1,8
7.54,0.1,91.08,5.83,5.83,1,8
7.37,3.9,91.08,5.83,5.69,1,8
7.54,0.11,90.94,5.69,5.69,1,8
7.55,3.91,91.08,5.69,5.69,1,8
7.52,0.11,90.94,5.69,5.55,1,8
7.53,0.08,90.79,5.55,5.55,1,8
6.51,1.19,90.65,5.55,5.55,1,8
7.3,1.4,90.5,5.55,5.26,1,8
7.32,1.41,90.65,5.26,5.26,1,8
7.34,1.28,90.65,5.26,5.26,1,8
7.3,1.39,90.5,5.26,5.12,1,8
7.54,3.84,90.65,5.12,5.12,1,8
7.31,1.41,90.5,5.12,5.12,1,8
7.55,3.58,90.21,5.12,5.12,1,8
7.36,1.72,90.21,5.12,4.98,1,8
7.38,1.07,90.21,4.98,4.83,1,8
7.54,0.12,90.35,4.83,4.83,1,8
7.24,0.1,90.21,4.83,4.55,1,8
7.49,1.47,90.21,4.55,4.55,1,8
7.28,0.12,89.92,4.55,4.55,1,8
7.5,0.09,89.92,4.55,4.41,1,8
7.19,1.39,89.77,4.41,4.41,1,8
7.17,0.94,89.92,4.41,4.41,1,8
7.54,0.12,89.63,4.41,4.27,1,8
6.49,1.48,89.63,4.27,4.27,1,8
7.32,1.38,89.77,4.27,4.27,1,8
7.1,1.1,90.06,4.27,4.12,1,8
7.33,2.21,90.21,4.12,3.98,1,8
7.39,0.99,89.77,3.98,3.98,1,8
7.54,0.09,89.92,3.98,3.84,1,8
6.51,1.4,90.21,3.84,3.84,1,8
7.38,1.25,90.21,3.84,3.84,1,8
7.38,5.22,89.92,3.84,3.7,1,8
7.34,1.3,89.92,3.7,3.7,1,8
7.39,0.89,90.06,3.7,3.7,1,8
7.53,0.1,89.92,3.7,3.55,1,8
7.36,1.17,89.77,3.55,3.55,1,8
7.32,1.36,89.63,3.55,3.55,1,8
7.34,1.43,89.48,3.55,3.41,1,8
7.55,0.1,89.48,3.41,3.41,1,8
6.83,0.08,89.48,3.41,3.41,1,8
7.31,1.43,89.34,3.41,3.27,1,8
7.36,1.12,89.05,3.27,3.13,1,8
7.3,1.4,88.9,3.13,3.13,1,8
7.32,1.32,88.76,3.13,2.99,1,8
7.41,0.11,88.61,2.99,2.84,1,8
7.34,1.18,88.47,2.84,2.84,1,8
7.55,0.88,88.61,2.84,2.7,1,8
7.55,3.58,88.32,2.7,2.7,1,8
7.41,0.99,88.32,2.7,2.56,1,8
7.3,1.4,88.32,2.56,2.56,1,8
7.41,0.94,88.18,2.56,2.56,1,8
7.53,0.18,87.89,2.56,2.42,1,8
7.42,0.89,87.89,2.42,2.42,1,8
7.54,0.11,88.18,2.42,2.42,1,8
7.35,1.23,87.74,2.42,2.27,1,8
7.54,0.11,88.03,2.27,2.27,1,8
7.54,0.51,87.74,2.27,2.13,1,8
7.53,0.28,87.6,2.13,2.13,1,8
7.53,0.14,87.74,2.13,2.13,1,8
7.36,1.21,87.45,2.13,1.99,1,8
7.5,5.46,87.45,1.99,1.99,1,8
7.38,2.18,87.45,1.99,1.99,1,8
7.29,0.09,87.74,1.99,1.85,1,8
7.35,5.52,87.89,1.85,1.85,1,8
7.26,1.1,87.45,1.85,1.85,1,8
7.31,4.56,87.31,1.85,1.71,1,8
7.43,1.04,87.6,1.71,1.71,1,8
7.42,0.9,87.02,1.71,1.71,1,8
7.28,1.38,87.02,1.71,0.71,1,8
7.49,2.24,87.16,0.71,0.71,1,8
7.29,1.41,87.16,0.71,0.71,1,8
7.32,1.3,87.02,0.71,0.57,1,8
7.54,0.09,86.73,0.57,0.42,1,8
7.47,0.15,86.44,0.42,0.42,1,8
7.31,1.39,86.58,0.42,0.28,1,8
7.54,0.12,86.58,0.28,0.28,1,8
7.41,0.91,86.44,0.28,0.28,1,8
7.34,5.04,86.29,0.28,0.14,1,8
7.54,3.58,86.29,0.14,0.14,1,8
7.54,1.53,86.15,0.14,0.14,1,8
